trip_id,1662,1664,2127,2141,2218,2225,2252,2254,2259,2260,2683,2684,2685,3055,3056,3057,3066,3608B,3609,3612,3613,6483B,6484B,6792,6799,6808B,6811B,6856B,6860B,7568
113714117239009501,18:21:00,,,18:13:00,,18:09:12,,,18:16:14,18:18:00,18:00:00,,18:05:00,18:13:48,18:15:31,,,,,18:00:17,18:01:05,,18:07:00,,18:02:00,,,18:03:23,18:19:27,
113714118239009501,18:31:00,,,18:23:00,,18:19:12,,,18:26:14,18:28:00,18:10:00,,18:15:00,18:23:48,18:25:31,,,,,18:10:17,18:11:05,,18:17:00,,18:12:00,,,18:13:23,18:29:27,
113714119239009501,18:41:00,,,18:33:00,,18:29:12,,,18:36:14,18:38:00,18:20:00,,18:25:00,18:33:48,18:35:31,,,,,18:20:17,18:21:05,,18:27:00,,18:22:00,,,18:23:23,18:39:27,
113714120239009501,18:51:00,,,18:43:00,,18:39:12,,,18:46:14,18:48:00,18:30:00,,18:35:00,18:43:48,18:45:31,,,,,18:30:17,18:31:05,,18:37:00,,18:32:00,,,18:33:23,18:49:27,
113714121239009501,19:01:00,,,18:53:00,,18:49:12,,,18:56:14,18:58:00,18:40:00,,18:45:00,18:53:48,18:55:31,,,,,18:40:17,18:41:05,,18:47:00,,18:42:00,,,18:43:23,18:59:27,
113714122239009501,19:12:00,,,19:04:00,,19:00:12,,,19:07:14,19:09:00,18:51:00,,18:56:00,19:04:48,19:06:31,,,,,18:51:17,18:52:05,,18:58:00,,18:53:00,,,18:54:23,19:10:27,
113714237239009501,,10:31:00,10:39:02,,10:36:15,,10:40:54,10:43:00,,,,10:48:00,,,,10:36:38,10:37:54,10:46:58,10:47:26,,,10:42:00,,10:46:00,,10:32:55,10:44:46,,,10:35:00
113714245239009501,,11:11:00,11:19:37,,11:16:26,,11:21:44,11:24:00,,,,11:29:00,,,,11:16:52,11:18:19,11:27:58,11:28:26,,,11:23:00,,11:27:00,,11:12:55,11:25:46,,,11:15:00
113714249239009501,,07:25:00,07:31:28,,07:29:04,,07:33:03,07:35:00,,,,07:40:00,,,,07:29:24,07:30:29,07:38:58,07:39:26,,,07:34:00,,07:38:00,,07:26:26,07:36:46,,,07:28:00
113714293239010601,,24:45:00,24:51:28,,24:49:04,,24:53:03,24:55:00,,,,25:00:00,,,,24:49:24,24:50:29,24:58:58,24:59:26,,,24:54:00,,24:58:00,,24:46:26,24:56:46,,,24:48:00
113714294239010601,,06:06:00,06:12:28,,06:10:04,,06:14:03,06:16:00,,,,06:21:00,,,,06:10:24,06:11:29,06:19:58,06:20:26,,,06:15:00,,06:19:00,,06:07:26,06:17:46,,,06:09:00
113714295239010601,,06:35:00,06:41:28,,06:39:04,,06:43:03,06:45:00,,,,06:50:00,,,,06:39:24,06:40:29,06:48:58,06:49:26,,,06:44:00,,06:48:00,,06:36:26,06:46:46,,,06:38:00
113714296239010601,,07:12:00,07:18:28,,07:16:04,,07:20:03,07:22:00,,,,07:27:00,,,,07:16:24,07:17:29,07:25:58,07:26:26,,,07:21:00,,07:25:00,,07:13:26,07:23:46,,,07:15:00
113714297239010601,,07:29:00,07:35:28,,07:33:04,,07:37:03,07:39:00,,,,07:44:00,,,,07:33:24,07:34:29,07:42:58,07:43:26,,,07:38:00,,07:42:00,,07:30:26,07:40:46,,,07:32:00
113714298239010601,,07:41:00,07:47:28,,07:45:04,,07:49:03,07:51:00,,,,07:56:00,,,,07:45:24,07:46:29,07:54:58,07:55:26,,,07:50:00,,07:54:00,,07:42:26,07:52:46,,,07:44:00
113714299239010601,,07:56:00,08:02:28,,08:00:04,,08:04:03,08:06:00,,,,08:11:00,,,,08:00:24,08:01:29,08:09:58,08:10:26,,,08:05:00,,08:09:00,,07:57:26,08:07:46,,,07:59:00
113714300239010601,,08:11:00,08:17:28,,08:15:04,,08:19:03,08:21:00,,,,08:26:00,,,,08:15:24,08:16:29,08:24:58,08:25:26,,,08:20:00,,08:24:00,,08:12:26,08:22:46,,,08:14:00
113714301239010601,,08:26:00,08:32:28,,08:30:04,,08:34:03,08:36:00,,,,08:41:00,,,,08:30:24,08:31:29,08:39:58,08:40:26,,,08:35:00,,08:39:00,,08:27:26,08:37:46,,,08:29:00
113714302239010601,,08:41:00,08:47:28,,08:45:04,,08:49:03,08:51:00,,,,08:56:00,,,,08:45:24,08:46:29,08:54:58,08:55:26,,,08:50:00,,08:54:00,,08:42:26,08:52:46,,,08:44:00
113714303239010601,,11:57:00,12:05:02,,12:02:15,,12:06:54,12:09:00,,,,12:14:00,,,,12:02:38,12:03:54,12:12:58,12:13:26,,,12:08:00,,12:12:00,,11:58:55,12:10:46,,,12:01:00
113714304239010601,,12:11:00,12:19:02,,12:16:15,,12:20:54,12:23:00,,,,12:28:00,,,,12:16:38,12:17:54,12:26:58,12:27:26,,,12:22:00,,12:26:00,,12:12:55,12:24:46,,,12:15:00
113714305239010601,,12:23:00,12:31:02,,12:28:15,,12:32:54,12:35:00,,,,12:40:00,,,,12:28:38,12:29:54,12:38:58,12:39:26,,,12:34:00,,12:38:00,,12:24:55,12:36:46,,,12:27:00
113714306239010601,,12:35:00,12:43:02,,12:40:15,,12:44:54,12:47:00,,,,12:52:00,,,,12:40:38,12:41:54,12:50:58,12:51:26,,,12:46:00,,12:50:00,,12:36:55,12:48:46,,,12:39:00
113714307239010601,,12:47:00,12:55:02,,12:52:15,,12:56:54,12:59:00,,,,13:04:00,,,,12:52:38,12:53:54,13:02:58,13:03:26,,,12:58:00,,13:02:00,,12:48:55,13:00:46,,,12:51:00
113714308239010601,,12:58:00,13:06:37,,13:03:26,,13:08:44,13:11:00,,,,13:16:00,,,,13:03:52,13:05:19,13:14:58,13:15:26,,,13:10:00,,13:14:00,,12:59:55,13:12:46,,,13:02:00
113714309239010601,,13:10:00,13:19:37,,13:16:26,,13:21:44,13:24:00,,,,13:29:00,,,,13:16:52,13:18:19,13:27:58,13:28:26,,,13:23:00,,13:27:00,,13:12:24,13:25:46,,,13:15:00
113714310239010601,,13:22:00,13:31:37,,13:28:26,,13:33:44,13:36:00,,,,13:41:00,,,,13:28:52,13:30:19,13:39:58,13:40:26,,,13:35:00,,13:39:00,,13:24:24,13:37:46,,,13:27:00
113714311239010601,,13:34:00,13:43:37,,13:40:26,,13:45:44,13:48:00,,,,13:53:00,,,,13:40:52,13:42:19,13:51:58,13:52:26,,,13:47:00,,13:51:00,,13:36:24,13:49:46,,,13:39:00
113714312239010601,,13:45:00,13:54:37,,13:51:26,,13:56:44,13:59:00,,,,14:04:00,,,,13:51:52,13:53:19,14:02:58,14:03:26,,,13:58:00,,14:02:00,,13:47:24,14:00:46,,,13:50:00
113714313239010601,,13:58:00,14:07:37,,14:04:26,,14:09:44,14:12:00,,,,14:17:00,,,,14:04:52,14:06:19,14:15:58,14:16:26,,,14:11:00,,14:15:00,,14:00:24,14:13:46,,,14:03:00
113714314239010601,,14:10:00,14:19:37,,14:16:26,,14:21:44,14:24:00,,,,14:29:00,,,,14:16:52,14:18:19,14:27:58,14:28:26,,,14:23:00,,14:27:00,,14:12:24,14:25:46,,,14:15:00
113714315239010601,,14:22:00,14:31:37,,14:28:26,,14:33:44,14:36:00,,,,14:41:00,,,,14:28:52,14:30:19,14:39:58,14:40:26,,,14:35:00,,14:39:00,,14:24:24,14:37:46,,,14:27:00
113714316239010601,,14:34:00,14:43:37,,14:40:26,,14:45:44,14:48:00,,,,14:53:00,,,,14:40:52,14:42:19,14:51:58,14:52:26,,,14:47:00,,14:51:00,,14:36:24,14:49:46,,,14:39:00
113714317239010601,,14:46:00,14:55:37,,14:52:26,,14:57:44,15:00:00,,,,15:05:00,,,,14:52:52,14:54:19,15:03:58,15:04:26,,,14:59:00,,15:03:00,,14:48:24,15:01:46,,,14:51:00
113714318239010601,,14:58:00,15:07:37,,15:04:26,,15:09:44,15:12:00,,,,15:17:00,,,,15:04:52,15:06:19,15:15:58,15:16:26,,,15:11:00,,15:15:00,,15:00:24,15:13:46,,,15:03:00
113714319239010601,,15:10:00,15:19:37,,15:16:26,,15:21:44,15:24:00,,,,15:29:00,,,,15:16:52,15:18:19,15:27:58,15:28:26,,,15:23:00,,15:27:00,,15:12:24,15:25:46,,,15:15:00
113714320239010601,,15:22:00,15:31:37,,15:28:26,,15:33:44,15:36:00,,,,15:41:00,,,,15:28:52,15:30:19,15:39:58,15:40:26,,,15:35:00,,15:39:00,,15:24:24,15:37:46,,,15:27:00
113714321239010601,,15:34:00,15:43:37,,15:40:26,,15:45:44,15:48:00,,,,15:53:00,,,,15:40:52,15:42:19,15:51:58,15:52:26,,,15:47:00,,15:51:00,,15:36:24,15:49:46,,,15:39:00
113714322239010601,,15:46:00,15:55:37,,15:52:26,,15:57:44,16:00:00,,,,16:05:00,,,,15:52:52,15:54:19,16:03:58,16:04:26,,,15:59:00,,16:03:00,,15:48:24,16:01:46,,,15:51:00
113714323239010601,,15:58:00,16:07:37,,16:04:26,,16:09:44,16:12:00,,,,16:17:00,,,,16:04:52,16:06:19,16:15:58,16:16:26,,,16:11:00,,16:15:00,,16:00:24,16:13:46,,,16:03:00
113714324239010601,,16:10:00,16:19:37,,16:16:26,,16:21:44,16:24:00,,,,16:29:00,,,,16:16:52,16:18:19,16:27:58,16:28:26,,,16:23:00,,16:27:00,,16:12:24,16:25:46,,,16:15:00
113714325239010601,,16:22:00,16:31:37,,16:28:26,,16:33:44,16:36:00,,,,16:41:00,,,,16:28:52,16:30:19,16:39:58,16:40:26,,,16:35:00,,16:39:00,,16:24:24,16:37:46,,,16:27:00
113714326239010601,,16:34:00,16:43:37,,16:40:26,,16:45:44,16:48:00,,,,16:53:00,,,,16:40:52,16:42:19,16:51:58,16:52:26,,,16:47:00,,16:51:00,,16:36:24,16:49:46,,,16:39:00
113714327239010601,,16:46:00,16:55:37,,16:52:26,,16:57:44,17:00:00,,,,17:05:00,,,,16:52:52,16:54:19,17:03:58,17:04:26,,,16:59:00,,17:03:00,,16:48:24,17:01:46,,,16:51:00
113714328239010601,,16:58:00,17:07:37,,17:04:26,,17:09:44,17:12:00,,,,17:17:00,,,,17:04:52,17:06:19,17:15:58,17:16:26,,,17:11:00,,17:15:00,,17:00:24,17:13:46,,,17:03:00
113714329239010601,,17:10:00,17:19:37,,17:16:26,,17:21:44,17:24:00,,,,17:29:00,,,,17:16:52,17:18:19,17:27:58,17:28:26,,,17:23:00,,17:27:00,,17:12:24,17:25:46,,,17:15:00
113714330239010601,,17:22:00,17:31:37,,17:28:26,,17:33:44,17:36:00,,,,17:41:00,,,,17:28:52,17:30:19,17:39:58,17:40:26,,,17:35:00,,17:39:00,,17:24:24,17:37:46,,,17:27:00
113714331239010601,,17:34:00,17:43:37,,17:40:26,,17:45:44,17:48:00,,,,17:53:00,,,,17:40:52,17:42:19,17:51:58,17:52:26,,,17:47:00,,17:51:00,,17:36:24,17:49:46,,,17:39:00
113714332239010601,,17:46:00,17:55:37,,17:52:26,,17:57:44,18:00:00,,,,18:05:00,,,,17:52:52,17:54:19,18:03:58,18:04:26,,,17:59:00,,18:03:00,,17:48:24,18:01:46,,,17:51:00
113714333239010601,,18:00:00,18:08:02,,18:05:15,,18:09:54,18:12:00,,,,18:17:00,,,,18:05:38,18:06:54,18:15:58,18:16:26,,,18:11:00,,18:15:00,,18:01:55,18:13:46,,,18:04:00
113714334239010601,,18:11:00,18:19:02,,18:16:15,,18:20:54,18:23:00,,,,18:28:00,,,,18:16:38,18:17:54,18:26:58,18:27:26,,,18:22:00,,18:26:00,,18:12:55,18:24:46,,,18:15:00
113714335239010601,,18:23:00,18:31:02,,18:28:15,,18:32:54,18:35:00,,,,18:40:00,,,,18:28:38,18:29:54,18:38:58,18:39:26,,,18:34:00,,18:38:00,,18:24:55,18:36:46,,,18:27:00
113714336239010601,,18:35:00,18:43:02,,18:40:15,,18:44:54,18:47:00,,,,18:52:00,,,,18:40:38,18:41:54,18:50:58,18:51:26,,,18:46:00,,18:50:00,,18:36:55,18:48:46,,,18:39:00
113714337239010601,,18:46:00,18:54:02,,18:51:15,,18:55:54,18:58:00,,,,19:03:00,,,,18:51:38,18:52:54,19:01:58,19:02:26,,,18:57:00,,19:01:00,,18:47:55,18:59:46,,,18:50:00
113714338239010601,,18:58:00,19:06:02,,19:03:15,,19:07:54,19:10:00,,,,19:15:00,,,,19:03:38,19:04:54,19:13:58,19:14:26,,,19:09:00,,19:13:00,,18:59:55,19:11:46,,,19:02:00
113714339239010601,,19:10:00,19:18:02,,19:15:15,,19:19:54,19:22:00,,,,19:27:00,,,,19:15:38,19:16:54,19:25:58,19:26:26,,,19:21:00,,19:25:00,,19:11:55,19:23:46,,,19:14:00
113714340239010601,,19:22:00,19:30:02,,19:27:15,,19:31:54,19:34:00,,,,19:39:00,,,,19:27:38,19:28:54,19:37:58,19:38:26,,,19:33:00,,19:37:00,,19:23:55,19:35:46,,,19:26:00
113714341239010601,,19:34:00,19:42:02,,19:39:15,,19:43:54,19:46:00,,,,19:51:00,,,,19:39:38,19:40:54,19:49:58,19:50:26,,,19:45:00,,19:49:00,,19:35:55,19:47:46,,,19:38:00
113714342239010601,,19:46:00,19:54:02,,19:51:15,,19:55:54,19:58:00,,,,20:03:00,,,,19:51:38,19:52:54,20:01:58,20:02:26,,,19:57:00,,20:01:00,,19:47:55,19:59:46,,,19:50:00
113714343239010601,,19:58:00,20:06:02,,20:03:15,,20:07:54,20:10:00,,,,20:15:00,,,,20:03:38,20:04:54,20:13:58,20:14:26,,,20:09:00,,20:13:00,,19:59:55,20:11:46,,,20:02:00
113714344239010601,,20:10:00,20:18:02,,20:15:15,,20:19:54,20:22:00,,,,20:27:00,,,,20:15:38,20:16:54,20:25:58,20:26:26,,,20:21:00,,20:25:00,,20:11:55,20:23:46,,,20:14:00
113714345239010601,,20:21:00,20:29:02,,20:26:15,,20:30:54,20:33:00,,,,20:38:00,,,,20:26:38,20:27:54,20:36:58,20:37:26,,,20:32:00,,20:36:00,,20:22:55,20:34:46,,,20:25:00
113714346239010601,,20:33:00,20:41:02,,20:38:15,,20:42:54,20:45:00,,,,20:50:00,,,,20:38:38,20:39:54,20:48:58,20:49:26,,,20:44:00,,20:48:00,,20:34:55,20:46:46,,,20:37:00
113714347239010601,,20:45:00,20:53:02,,20:50:15,,20:54:54,20:57:00,,,,21:02:00,,,,20:50:38,20:51:54,21:00:58,21:01:26,,,20:56:00,,21:00:00,,20:46:55,20:58:46,,,20:49:00
113714348239010601,,20:57:00,21:04:28,,21:02:04,,21:06:03,21:08:00,,,,21:13:00,,,,21:02:24,21:03:29,21:11:58,21:12:26,,,21:07:00,,21:11:00,,20:58:55,21:09:46,,,21:01:00
113714349239010601,,21:10:00,21:16:28,,21:14:04,,21:18:03,21:20:00,,,,21:25:00,,,,21:14:24,21:15:29,21:23:58,21:24:26,,,21:19:00,,21:23:00,,21:11:26,21:21:46,,,21:13:00
113714350239010601,,21:22:00,21:28:28,,21:26:04,,21:30:03,21:32:00,,,,21:37:00,,,,21:26:24,21:27:29,21:35:58,21:36:26,,,21:31:00,,21:35:00,,21:23:26,21:33:46,,,21:25:00
113714351239010601,,21:35:00,21:41:28,,21:39:04,,21:43:03,21:45:00,,,,21:50:00,,,,21:39:24,21:40:29,21:48:58,21:49:26,,,21:44:00,,21:48:00,,21:36:26,21:46:46,,,21:38:00
113714352239010601,,21:47:00,21:53:28,,21:51:04,,21:55:03,21:57:00,,,,22:02:00,,,,21:51:24,21:52:29,22:00:58,22:01:26,,,21:56:00,,22:00:00,,21:48:26,21:58:46,,,21:50:00
113714353239010601,,21:59:00,22:05:28,,22:03:04,,22:07:03,22:09:00,,,,22:14:00,,,,22:03:24,22:04:29,22:12:58,22:13:26,,,22:08:00,,22:12:00,,22:00:26,22:10:46,,,22:02:00
113714354239010601,,22:10:00,22:16:28,,22:14:04,,22:18:03,22:20:00,,,,22:25:00,,,,22:14:24,22:15:29,22:23:58,22:24:26,,,22:19:00,,22:23:00,,22:11:26,22:21:46,,,22:13:00
113714355239010601,,22:22:00,22:28:28,,22:26:04,,22:30:03,22:32:00,,,,22:37:00,,,,22:26:24,22:27:29,22:35:58,22:36:26,,,22:31:00,,22:35:00,,22:23:26,22:33:46,,,22:25:00
113714356239010601,,22:35:00,22:41:28,,22:39:04,,22:43:03,22:45:00,,,,22:50:00,,,,22:39:24,22:40:29,22:48:58,22:49:26,,,22:44:00,,22:48:00,,22:36:26,22:46:46,,,22:38:00
113714357239010601,,22:48:00,22:54:28,,22:52:04,,22:56:03,22:58:00,,,,23:03:00,,,,22:52:24,22:53:29,23:01:58,23:02:26,,,22:57:00,,23:01:00,,22:49:26,22:59:46,,,22:51:00
113714358239010601,,23:00:00,23:06:28,,23:04:04,,23:08:03,23:10:00,,,,23:15:00,,,,23:04:24,23:05:29,23:13:58,23:14:26,,,23:09:00,,23:13:00,,23:01:26,23:11:46,,,23:03:00
113714359239010601,,23:15:00,23:21:28,,23:19:04,,23:23:03,23:25:00,,,,23:30:00,,,,23:19:24,23:20:29,23:28:58,23:29:26,,,23:24:00,,23:28:00,,23:16:26,23:26:46,,,23:18:00
113714360239010601,,23:30:00,23:36:28,,23:34:04,,23:38:03,23:40:00,,,,23:45:00,,,,23:34:24,23:35:29,23:43:58,23:44:26,,,23:39:00,,23:43:00,,23:31:26,23:41:46,,,23:33:00
113714361239010601,,23:45:00,23:51:28,,23:49:04,,23:53:03,23:55:00,,,,24:00:00,,,,23:49:24,23:50:29,23:58:58,23:59:26,,,23:54:00,,23:58:00,,23:46:26,23:56:46,,,23:48:00
113714362239010601,,24:00:00,24:06:28,,24:04:04,,24:08:03,24:10:00,,,,24:15:00,,,,24:04:24,24:05:29,24:13:58,24:14:26,,,24:09:00,,24:13:00,,24:01:26,24:11:46,,,24:03:00
113714363239010601,,24:14:00,24:20:28,,24:18:04,,24:22:03,24:24:00,,,,24:29:00,,,,24:18:24,24:19:29,24:27:58,24:28:26,,,24:23:00,,24:27:00,,24:15:26,24:25:46,,,24:17:00
113714364239010601,,24:31:00,24:37:28,,24:35:04,,24:39:03,24:41:00,,,,24:46:00,,,,24:35:24,24:36:29,24:44:58,24:45:26,,,24:40:00,,24:44:00,,24:32:26,24:42:46,,,24:34:00
113714365239010601,,05:55:00,06:01:28,,05:59:04,,06:03:03,06:05:00,,,,06:10:00,,,,05:59:24,06:00:29,06:08:58,06:09:26,,,06:04:00,,06:08:00,,05:56:26,06:06:46,,,05:58:00
113714366239010601,,05:34:00,05:40:28,,05:38:04,,05:42:03,05:44:00,,,,05:49:00,,,,05:38:24,05:39:29,05:47:58,05:48:26,,,05:43:00,,05:47:00,,05:35:26,05:45:46,,,05:37:00
113714367239010601,05:37:00,,,05:30:00,,05:26:50,,,05:32:35,05:34:00,05:19:00,,05:24:00,05:30:38,05:32:01,,,,,05:19:17,05:20:05,,05:25:00,,05:21:00,,,05:22:23,05:35:27,
113714368239010601,05:59:00,,,05:52:00,,05:48:50,,,05:54:35,05:56:00,05:41:00,,05:46:00,05:52:38,05:54:01,,,,,05:41:17,05:42:05,,05:47:00,,05:43:00,,,05:44:23,05:57:27,
113714369239010601,06:24:00,,,06:17:00,,06:13:50,,,06:19:35,06:21:00,06:06:00,,06:11:00,06:17:38,06:19:01,,,,,06:06:17,06:07:05,,06:12:00,,06:08:00,,,06:09:23,06:22:27,
113714370239010601,07:04:00,,,06:57:00,,06:53:50,,,06:59:35,07:01:00,06:46:00,,06:51:00,06:57:38,06:59:01,,,,,06:46:17,06:47:05,,06:52:00,,06:48:00,,,06:49:23,07:02:27,
113714371239010601,07:21:00,,,07:14:00,,07:10:50,,,07:16:35,07:18:00,07:03:00,,07:08:00,07:14:38,07:16:01,,,,,07:03:17,07:04:05,,07:09:00,,07:05:00,,,07:06:23,07:19:27,
113714372239010601,07:41:00,,,07:34:00,,07:30:50,,,07:36:35,07:38:00,07:23:00,,07:28:00,07:34:38,07:36:01,,,,,07:23:17,07:24:05,,07:29:00,,07:25:00,,,07:26:23,07:39:27,
113714373239010601,07:56:00,,,07:49:00,,07:45:50,,,07:51:35,07:53:00,07:38:00,,07:43:00,07:49:38,07:51:01,,,,,07:38:17,07:39:05,,07:44:00,,07:40:00,,,07:41:23,07:54:27,
113714374239010601,08:11:00,,,08:04:00,,08:00:50,,,08:06:35,08:08:00,07:53:00,,07:58:00,08:04:38,08:06:01,,,,,07:53:17,07:54:05,,07:59:00,,07:55:00,,,07:56:23,08:09:27,
113714375239010601,08:26:00,,,08:19:00,,08:15:50,,,08:21:35,08:23:00,08:08:00,,08:13:00,08:19:38,08:21:01,,,,,08:08:17,08:09:05,,08:14:00,,08:10:00,,,08:11:23,08:24:27,
113714376239010601,08:41:00,,,08:34:00,,08:30:50,,,08:36:35,08:38:00,08:23:00,,08:28:00,08:34:38,08:36:01,,,,,08:23:17,08:24:05,,08:29:00,,08:25:00,,,08:26:23,08:39:27,
113714377239010601,08:57:00,,,08:50:00,,08:46:50,,,08:52:35,08:54:00,08:39:00,,08:44:00,08:50:38,08:52:01,,,,,08:39:17,08:40:05,,08:45:00,,08:41:00,,,08:42:23,08:55:27,
113714378239010601,12:00:00,,,11:51:00,,11:47:12,,,11:54:14,11:56:00,11:38:00,,11:43:00,11:51:48,11:53:31,,,,,11:38:17,11:39:05,,11:45:00,,11:40:00,,,11:41:23,11:57:57,
113714379239010601,12:12:00,,,12:03:00,,11:59:12,,,12:06:14,12:08:00,11:50:00,,11:55:00,12:03:48,12:05:31,,,,,11:50:17,11:51:05,,11:57:00,,11:52:00,,,11:53:23,12:09:57,
113714380239010601,12:24:00,,,12:15:00,,12:11:12,,,12:18:14,12:20:00,12:02:00,,12:07:00,12:15:48,12:17:31,,,,,12:02:17,12:03:05,,12:09:00,,12:04:00,,,12:05:23,12:21:57,
113714381239010601,12:36:00,,,12:27:00,,12:23:12,,,12:30:14,12:32:00,12:14:00,,12:19:00,12:27:48,12:29:31,,,,,12:14:17,12:15:05,,12:21:00,,12:16:00,,,12:17:23,12:33:57,
113714382239010601,12:48:00,,,12:39:00,,12:35:12,,,12:42:14,12:44:00,12:26:00,,12:31:00,12:39:48,12:41:31,,,,,12:26:17,12:27:05,,12:33:00,,12:28:00,,,12:29:23,12:45:57,
113714383239010601,13:00:00,,,12:51:00,,12:47:12,,,12:54:14,12:56:00,12:38:00,,12:43:00,12:51:48,12:53:31,,,,,12:38:17,12:39:05,,12:45:00,,12:40:00,,,12:41:23,12:57:57,
113714384239010601,13:12:00,,,13:03:00,,12:59:12,,,13:06:14,13:08:00,12:50:00,,12:55:00,13:03:48,13:05:31,,,,,12:50:17,12:51:05,,12:57:00,,12:52:00,,,12:53:23,13:09:57,
113714385239010601,13:24:00,,,13:15:00,,13:11:12,,,13:18:14,13:20:00,13:02:00,,13:07:00,13:15:48,13:17:31,,,,,13:02:17,13:03:05,,13:09:00,,13:04:00,,,13:05:23,13:21:57,
113714386239010601,13:36:00,,,13:27:00,,13:23:12,,,13:30:14,13:32:00,13:14:00,,13:19:00,13:27:48,13:29:31,,,,,13:14:17,13:15:05,,13:21:00,,13:16:00,,,13:17:23,13:33:57,
113714387239010601,13:48:00,,,13:39:00,,13:35:12,,,13:42:14,13:44:00,13:26:00,,13:31:00,13:39:48,13:41:31,,,,,13:26:17,13:27:05,,13:33:00,,13:28:00,,,13:29:23,13:45:57,
113714388239010601,14:01:00,,,13:52:00,,13:48:12,,,13:55:14,13:57:00,13:39:00,,13:44:00,13:52:48,13:54:31,,,,,13:39:17,13:40:05,,13:46:00,,13:41:00,,,13:42:23,13:58:57,
113714389239010601,14:13:00,,,14:04:00,,14:00:12,,,14:07:14,14:09:00,13:51:00,,13:56:00,14:04:48,14:06:31,,,,,13:51:17,13:52:05,,13:58:00,,13:53:00,,,13:54:23,14:10:57,
113714390239010601,14:25:00,,,14:16:00,,14:12:12,,,14:19:14,14:21:00,14:03:00,,14:08:00,14:16:48,14:18:31,,,,,14:03:17,14:04:05,,14:10:00,,14:05:00,,,14:06:23,14:22:57,
113714391239010601,14:37:00,,,14:28:00,,14:24:12,,,14:31:14,14:33:00,14:15:00,,14:20:00,14:28:48,14:30:31,,,,,14:15:17,14:16:05,,14:22:00,,14:17:00,,,14:18:23,14:34:57,
113714392239010601,14:49:00,,,14:40:00,,14:36:12,,,14:43:14,14:45:00,14:27:00,,14:32:00,14:40:48,14:42:31,,,,,14:27:17,14:28:05,,14:34:00,,14:29:00,,,14:30:23,14:46:57,
113714393239010601,15:01:00,,,14:52:00,,14:48:12,,,14:55:14,14:57:00,14:39:00,,14:44:00,14:52:48,14:54:31,,,,,14:39:17,14:40:05,,14:46:00,,14:41:00,,,14:42:23,14:58:57,
113714394239010601,15:13:00,,,15:04:00,,15:00:12,,,15:07:14,15:09:00,14:51:00,,14:56:00,15:04:48,15:06:31,,,,,14:51:17,14:52:05,,14:58:00,,14:53:00,,,14:54:23,15:10:57,
113714395239010601,15:25:00,,,15:16:00,,15:12:12,,,15:19:14,15:21:00,15:03:00,,15:08:00,15:16:48,15:18:31,,,,,15:03:17,15:04:05,,15:10:00,,15:05:00,,,15:06:23,15:22:57,
113714396239010601,15:37:00,,,15:28:00,,15:24:12,,,15:31:14,15:33:00,15:15:00,,15:20:00,15:28:48,15:30:31,,,,,15:15:17,15:16:05,,15:22:00,,15:17:00,,,15:18:23,15:34:57,
113714397239010601,15:49:00,,,15:40:00,,15:36:12,,,15:43:14,15:45:00,15:27:00,,15:32:00,15:40:48,15:42:31,,,,,15:27:17,15:28:05,,15:34:00,,15:29:00,,,15:30:23,15:46:57,
113714398239010601,16:01:00,,,15:52:00,,15:48:12,,,15:55:14,15:57:00,15:39:00,,15:44:00,15:52:48,15:54:31,,,,,15:39:17,15:40:05,,15:46:00,,15:41:00,,,15:42:23,15:58:57,
113714399239010601,16:13:00,,,16:04:00,,16:00:12,,,16:07:14,16:09:00,15:51:00,,15:56:00,16:04:48,16:06:31,,,,,15:51:17,15:52:05,,15:58:00,,15:53:00,,,15:54:23,16:10:57,
113714400239010601,16:25:00,,,16:16:00,,16:12:12,,,16:19:14,16:21:00,16:03:00,,16:08:00,16:16:48,16:18:31,,,,,16:03:17,16:04:05,,16:10:00,,16:05:00,,,16:06:23,16:22:57,
113714401239010601,16:37:00,,,16:28:00,,16:24:12,,,16:31:14,16:33:00,16:15:00,,16:20:00,16:28:48,16:30:31,,,,,16:15:17,16:16:05,,16:22:00,,16:17:00,,,16:18:23,16:34:57,
113714402239010601,16:49:00,,,16:40:00,,16:36:12,,,16:43:14,16:45:00,16:27:00,,16:32:00,16:40:48,16:42:31,,,,,16:27:17,16:28:05,,16:34:00,,16:29:00,,,16:30:23,16:46:57,
113714403239010601,17:01:00,,,16:52:00,,16:48:12,,,16:55:14,16:57:00,16:39:00,,16:44:00,16:52:48,16:54:31,,,,,16:39:17,16:40:05,,16:46:00,,16:41:00,,,16:42:23,16:58:57,
113714404239010601,17:13:00,,,17:04:00,,17:00:12,,,17:07:14,17:09:00,16:51:00,,16:56:00,17:04:48,17:06:31,,,,,16:51:17,16:52:05,,16:58:00,,16:53:00,,,16:54:23,17:10:57,
113714405239010601,17:25:00,,,17:16:00,,17:12:12,,,17:19:14,17:21:00,17:03:00,,17:08:00,17:16:48,17:18:31,,,,,17:03:17,17:04:05,,17:10:00,,17:05:00,,,17:06:23,17:22:57,
113714406239010601,17:37:00,,,17:28:00,,17:24:12,,,17:31:14,17:33:00,17:15:00,,17:20:00,17:28:48,17:30:31,,,,,17:15:17,17:16:05,,17:22:00,,17:17:00,,,17:18:23,17:34:57,
113714407239010601,17:49:00,,,17:40:00,,17:36:12,,,17:43:14,17:45:00,17:27:00,,17:32:00,17:40:48,17:42:31,,,,,17:27:17,17:28:05,,17:34:00,,17:29:00,,,17:30:23,17:46:57,
