trip_id,0521,0529,0536,0539,2720F,2726F,2786F,2876F,2900F,2901,2902,2903F,5039,5041F,5298F,5299F,5361F,5362F,5710F,5711F,5714,5762,5765F,5766,5801,5802,5803G,5804G,5805,5865,5866,5867F,5868,5872
113574434238581002,,15:51:00,15:52:00,,15:56:00,,15:57:11,,16:12:43,16:14:12,,,16:19:00,,,,,16:16:00,,,,15:55:00,15:59:55,16:02:00,16:11:00,,,,,16:03:45,16:05:13,16:06:36,16:08:16,
113574435238581002,,15:56:00,15:57:00,,16:01:00,,16:02:11,,16:17:43,16:19:12,,,16:24:00,,,,,16:21:00,,,,16:00:00,16:04:55,16:07:00,16:16:00,,,,,16:08:45,16:10:13,16:11:36,16:13:16,
113574436238581002,,16:01:00,16:02:00,,16:06:00,,16:07:11,,16:22:43,16:24:12,,,16:29:00,,,,,16:26:00,,,,16:05:00,16:09:55,16:12:00,16:21:00,,,,,16:13:45,16:15:13,16:16:36,16:18:16,
113574437238581002,,16:06:00,16:07:00,,16:11:00,,16:12:11,,16:27:43,16:29:12,,,16:34:00,,,,,16:31:00,,,,16:10:00,16:14:55,16:17:00,16:26:00,,,,,16:18:45,16:20:13,16:21:36,16:23:16,
113574438238581002,,16:11:00,16:12:00,,16:16:00,,16:17:11,,16:32:43,16:34:12,,,16:39:00,,,,,16:36:00,,,,16:15:00,16:19:55,16:22:00,16:31:00,,,,,16:23:45,16:25:13,16:26:36,16:28:16,
113574439238581002,,16:16:00,16:17:00,,16:21:00,,16:22:11,,16:37:43,16:39:12,,,16:44:00,,,,,16:41:00,,,,16:20:00,16:24:55,16:27:00,16:36:00,,,,,16:28:45,16:30:13,16:31:36,16:33:16,
113574440238581002,,16:21:00,16:22:00,,16:26:00,,16:27:11,,16:42:43,16:44:12,,,16:49:00,,,,,16:46:00,,,,16:25:00,16:29:55,16:32:00,16:41:00,,,,,16:33:45,16:35:13,16:36:36,16:38:16,
113574441238581002,,16:26:00,16:27:00,,16:31:00,,16:32:11,,16:47:43,16:49:12,,,16:54:00,,,,,16:51:00,,,,16:30:00,16:34:55,16:37:00,16:46:00,,,,,16:38:45,16:40:13,16:41:36,16:43:16,
113574442238581002,,16:31:00,16:32:00,,16:36:00,,16:37:11,,16:52:43,16:54:12,,,16:59:00,,,,,16:56:00,,,,16:35:00,16:39:55,16:42:00,16:51:00,,,,,16:43:45,16:45:13,16:46:36,16:48:16,
113574443238581002,,16:36:00,16:37:00,,16:41:00,,16:42:11,,16:57:43,16:59:12,,,17:04:00,,,,,17:01:00,,,,16:40:00,16:44:55,16:47:00,16:56:00,,,,,16:48:45,16:50:13,16:51:36,16:53:16,
113574444238581002,,16:41:00,16:42:00,,16:46:00,,16:47:11,,17:02:43,17:04:12,,,17:09:00,,,,,17:06:00,,,,16:45:00,16:49:55,16:52:00,17:01:00,,,,,16:53:45,16:55:13,16:56:36,16:58:16,
113574445238581002,,16:46:00,16:47:00,,16:51:00,,16:52:11,,17:07:43,17:09:12,,,17:14:00,,,,,17:11:00,,,,16:50:00,16:54:55,16:57:00,17:06:00,,,,,16:58:45,17:00:13,17:01:36,17:03:16,
113574446238581002,,16:51:00,16:52:00,,16:56:00,,16:57:11,,17:12:43,17:14:12,,,17:19:00,,,,,17:16:00,,,,16:55:00,16:59:55,17:02:00,17:11:00,,,,,17:03:45,17:05:13,17:06:36,17:08:16,
113574447238581002,,16:56:00,16:57:00,,17:01:00,,17:02:11,,17:17:43,17:19:12,,,17:24:00,,,,,17:21:00,,,,17:00:00,17:04:55,17:07:00,17:16:00,,,,,17:08:45,17:10:13,17:11:36,17:13:16,
113574448238581002,,17:01:00,17:02:00,,17:06:00,,17:07:11,,17:22:43,17:24:12,,,17:29:00,,,,,17:26:00,,,,17:05:00,17:09:55,17:12:00,17:21:00,,,,,17:13:45,17:15:13,17:16:36,17:18:16,
113574449238581002,,17:06:00,17:07:00,,17:11:00,,17:12:11,,17:26:43,17:28:12,,,17:33:00,,,,,17:30:00,,,,17:10:00,17:14:55,17:17:00,17:25:00,,,,,17:18:34,17:19:52,17:21:05,17:22:35,
113574450238581002,,17:11:00,17:12:00,,17:16:00,,17:17:11,,17:31:43,17:33:12,,,17:38:00,,,,,17:35:00,,,,17:15:00,17:19:55,17:22:00,17:30:00,,,,,17:23:34,17:24:52,17:26:05,17:27:35,
113574451238581002,,17:16:00,17:17:00,,17:21:00,,17:22:11,,17:36:43,17:38:12,,,17:43:00,,,,,17:40:00,,,,17:20:00,17:24:55,17:27:00,17:35:00,,,,,17:28:34,17:29:52,17:31:05,17:32:35,
113574452238581002,,17:21:00,17:22:00,,17:26:00,,17:27:11,,17:41:43,17:43:12,,,17:48:00,,,,,17:45:00,,,,17:25:00,17:29:55,17:32:00,17:40:00,,,,,17:33:34,17:34:52,17:36:05,17:37:35,
113574453238581002,,17:26:00,17:27:00,,17:31:00,,17:32:11,,17:46:43,17:48:12,,,17:53:00,,,,,17:50:00,,,,17:30:00,17:34:55,17:37:00,17:45:00,,,,,17:38:34,17:39:52,17:41:05,17:42:35,
113574454238581002,,17:31:00,17:32:00,,17:36:00,,17:37:11,,17:51:43,17:53:12,,,17:58:00,,,,,17:55:00,,,,17:35:00,17:39:55,17:42:00,17:50:00,,,,,17:43:34,17:44:52,17:46:05,17:47:35,
113574455238581002,,17:36:00,17:37:00,,17:41:00,,17:42:11,,17:56:43,17:58:12,,,18:03:00,,,,,18:00:00,,,,17:40:00,17:44:55,17:47:00,17:55:00,,,,,17:48:34,17:49:52,17:51:05,17:52:35,
113574456238581002,,17:41:00,17:42:00,,17:46:00,,17:47:11,,18:01:43,18:03:12,,,18:08:00,,,,,18:05:00,,,,17:45:00,17:49:55,17:52:00,18:00:00,,,,,17:53:34,17:54:52,17:56:05,17:57:35,
113574457238581002,,17:46:00,17:47:00,,17:51:00,,17:52:11,,18:06:43,18:08:12,,,18:13:00,,,,,18:10:00,,,,17:50:00,17:54:55,17:57:00,18:05:00,,,,,17:58:34,17:59:52,18:01:05,18:02:35,
113574458238581002,,17:51:00,17:52:00,,17:56:00,,17:57:11,,18:11:43,18:13:12,,,18:18:00,,,,,18:15:00,,,,17:55:00,17:59:55,18:02:00,18:10:00,,,,,18:03:34,18:04:52,18:06:05,18:07:35,
113574459238581002,,17:56:00,17:57:00,,18:01:00,,18:02:11,,18:16:22,18:17:34,,,18:22:00,,,,,18:19:00,,,,18:00:00,18:04:55,18:07:00,18:15:00,,,,,18:08:34,18:09:52,18:11:05,18:12:35,
113574460238581002,,18:01:00,18:02:00,,18:06:00,,18:07:11,,18:21:22,18:22:34,,,18:27:00,,,,,18:24:00,,,,18:05:00,18:09:55,18:12:00,18:20:00,,,,,18:13:34,18:14:52,18:16:05,18:17:35,
113574461238581002,,18:06:00,18:07:00,,18:11:00,,18:12:11,,18:26:22,18:27:34,,,18:32:00,,,,,18:29:00,,,,18:10:00,18:14:55,18:17:00,18:25:00,,,,,18:18:34,18:19:52,18:21:05,18:22:35,
113574462238581002,,18:11:00,18:12:00,,18:16:00,,18:17:11,,18:31:22,18:32:34,,,18:37:00,,,,,18:34:00,,,,18:15:00,18:19:55,18:22:00,18:30:00,,,,,18:23:34,18:24:52,18:26:05,18:27:35,
113574463238581002,,18:16:00,18:17:00,,18:21:00,,18:22:11,,18:36:22,18:37:34,,,18:42:00,,,,,18:39:00,,,,18:20:00,18:24:55,18:27:00,18:35:00,,,,,18:28:34,18:29:52,18:31:05,18:32:35,
113574464238581002,,18:21:00,18:22:00,,18:26:00,,18:27:11,,18:41:22,18:42:34,,,18:47:00,,,,,18:44:00,,,,18:25:00,18:29:55,18:32:00,18:40:00,,,,,18:33:34,18:34:52,18:36:05,18:37:35,
113574465238581002,,18:26:00,18:27:00,,18:31:00,,18:32:11,,18:46:22,18:47:34,,,18:52:00,,,,,18:49:00,,,,18:30:00,18:34:55,18:37:00,18:45:00,,,,,18:38:34,18:39:52,18:41:05,18:42:35,
113574466238581002,,18:36:00,18:37:00,,18:41:00,,18:42:11,,18:56:22,18:57:34,,,19:02:00,,,,,18:59:00,,,,18:40:00,18:44:55,18:47:00,18:55:00,,,,,18:48:34,18:49:52,18:51:05,18:52:35,
113574467238581002,,18:41:00,18:42:00,,18:46:00,,18:47:11,,19:01:22,19:02:34,,,19:07:00,,,,,19:04:00,,,,18:45:00,18:49:55,18:52:00,19:00:00,,,,,18:53:34,18:54:52,18:56:05,18:57:35,
113574468238581002,,18:47:00,18:48:00,,18:52:00,,18:53:11,,19:07:22,19:08:34,,,19:13:00,,,,,19:10:00,,,,18:51:00,18:55:55,18:58:00,19:06:00,,,,,18:59:34,19:00:52,19:02:05,19:03:35,
113574469238581002,,18:53:00,18:54:00,,18:58:00,,18:59:11,,19:12:26,19:13:42,,,,,,19:15:00,,,,,,18:57:00,19:01:55,19:04:00,19:11:00,,,,,19:05:22,19:06:31,19:07:34,19:08:53,
113574470238581002,,18:59:00,19:00:00,,19:04:00,,19:05:00,,19:17:22,19:18:34,,,19:23:00,,,,,19:20:00,,,,19:03:00,19:07:16,19:09:00,19:16:00,,,,,19:10:22,19:11:31,19:12:34,19:13:53,
113574471238581002,,19:05:00,19:06:00,,19:10:00,,19:11:00,,19:23:22,19:24:34,,,19:29:00,,,,,19:26:00,,,,19:09:00,19:13:16,19:15:00,19:22:00,,,,,19:16:22,19:17:31,19:18:34,19:19:53,
113574472238581002,,19:11:00,19:12:00,,19:16:00,,19:17:00,,19:29:22,19:30:34,,,19:34:00,,,,,19:32:00,,,,19:15:00,19:19:16,19:21:00,19:28:00,,,,,19:22:22,19:23:31,19:24:34,19:25:53,
113574473238581002,,19:17:00,19:18:00,,19:22:00,,19:23:00,,19:35:22,19:36:34,,,19:40:00,,,,,19:38:00,,,,19:21:00,19:25:16,19:27:00,19:34:00,,,,,19:28:22,19:29:31,19:30:34,19:31:53,
113574474238581002,,19:29:00,19:30:00,,19:34:00,,19:35:00,,19:47:22,19:48:34,,,19:52:00,,,,,19:50:00,,,,19:33:00,19:37:16,19:39:00,19:46:00,,,,,19:40:22,19:41:31,19:42:34,19:43:53,
113574475238581002,,19:35:00,19:36:00,,19:40:00,,19:41:00,,19:53:22,19:54:34,,,19:58:00,,,,,19:56:00,,,,19:39:00,19:43:16,19:45:00,19:52:00,,,,,19:46:22,19:47:31,19:48:34,19:49:53,
113574476238581002,,19:42:00,19:43:00,,19:47:00,,19:48:00,,20:00:22,20:01:34,,,20:05:00,,,,,20:03:00,,,,19:46:00,19:50:16,19:52:00,19:59:00,,,,,19:53:22,19:54:31,19:55:34,19:56:53,
113574478238581002,05:54:00,05:56:00,,,,05:50:00,,05:48:30,,,05:36:42,05:37:21,,,05:36:00,,,,05:46:00,05:47:22,05:52:00,,,,,05:40:09,05:42:06,05:43:06,05:43:59,,,,,05:38:00
113574479238581002,06:24:00,06:26:00,,,,06:20:00,,06:18:30,,,06:06:42,06:07:21,,,06:06:00,,,,06:16:00,06:17:22,06:22:00,,,,,06:10:09,06:12:06,06:13:06,06:13:59,,,,,06:08:00
113574480238581002,06:35:00,06:37:00,,,,06:31:00,,06:29:30,,,06:17:44,06:18:22,,06:16:00,,,06:17:00,,06:27:00,06:28:22,06:33:00,,,,,06:21:09,06:23:06,06:24:06,06:24:59,,,,,06:19:00
113574481238581002,06:45:00,06:47:00,,,,06:41:00,,06:39:30,,,06:27:44,06:28:22,,06:26:00,,,06:27:00,,06:37:00,06:38:22,06:43:00,,,,,06:31:09,06:33:06,06:34:06,06:34:59,,,,,06:29:00
113574482238581002,07:12:00,07:14:00,,,,07:07:00,,07:05:30,,,06:53:07,06:54:02,,06:51:00,,,06:52:00,,07:03:00,07:04:22,07:09:00,,,,,06:57:09,06:59:06,07:00:06,07:00:59,,,,,06:55:00
113574483238581002,07:17:00,07:19:00,,,,07:12:00,,07:10:30,,,06:58:07,06:59:02,,06:56:00,,,06:57:00,,07:08:00,07:09:22,07:14:00,,,,,07:02:09,07:04:06,07:05:06,07:05:59,,,,,07:00:00
113574484238581002,07:22:00,07:24:00,,,,07:17:00,,07:15:30,,,07:03:07,07:04:02,,07:01:00,,,07:02:00,,07:13:00,07:14:22,07:19:00,,,,,07:07:09,07:09:06,07:10:06,07:10:59,,,,,07:05:00
113574485238581002,07:27:00,07:29:00,,,,07:22:00,,07:20:30,,,07:08:07,07:09:02,,07:06:00,,,07:07:00,,07:18:00,07:19:22,07:24:00,,,,,07:12:09,07:14:06,07:15:06,07:15:59,,,,,07:10:00
113574486238581002,07:32:00,07:34:00,,,,07:27:00,,07:25:30,,,07:13:07,07:14:02,,07:11:00,,,07:12:00,,07:23:00,07:24:22,07:29:00,,,,,07:17:09,07:19:06,07:20:06,07:20:59,,,,,07:15:00
113574487238581002,07:37:00,07:39:00,,,,07:32:00,,07:30:30,,,07:18:07,07:19:02,,07:16:00,,,07:17:00,,07:28:00,07:29:22,07:34:00,,,,,07:22:09,07:24:06,07:25:06,07:25:59,,,,,07:20:00
113574488238581002,07:42:00,07:44:00,,,,07:37:00,,07:35:30,,,07:23:03,07:24:01,,,07:22:00,,,,07:33:00,07:34:22,07:39:00,,,,,07:27:09,07:29:06,07:30:06,07:30:59,,,,,07:25:00
113574489238581002,07:47:00,07:49:00,,,,07:42:00,,07:40:30,,,07:28:07,07:29:02,,07:26:00,,,07:27:00,,07:38:00,07:39:22,07:44:00,,,,,07:32:09,07:34:06,07:35:06,07:35:59,,,,,07:30:00
113574490238581002,07:52:00,07:54:00,,,,07:47:00,,07:45:30,,,07:33:07,07:34:02,,07:31:00,,,07:32:00,,07:43:00,07:44:22,07:49:00,,,,,07:37:09,07:39:06,07:40:06,07:40:59,,,,,07:35:00
113574491238581002,07:57:00,07:59:00,,,,07:52:00,,07:50:30,,,07:38:07,07:39:02,,07:36:00,,,07:37:00,,07:48:00,07:49:22,07:54:00,,,,,07:42:09,07:44:06,07:45:06,07:45:59,,,,,07:40:00
113574492238581002,08:03:00,08:05:00,,,,07:58:00,,07:56:30,,,07:43:07,07:44:02,,07:41:00,,,07:42:00,,07:54:00,07:55:22,08:00:00,,,,,07:47:26,07:49:37,07:50:44,07:51:44,,,,,07:45:00
113574493238581002,08:09:00,08:11:00,,,,08:04:00,,08:02:30,,,07:48:29,07:49:43,,07:46:00,,,07:47:00,,08:00:00,08:01:22,08:06:00,,,,,07:53:26,07:55:37,07:56:44,07:57:44,,,,,07:51:00
113574494238581002,08:14:00,08:16:00,,,,08:09:00,,08:07:30,,,07:53:29,07:54:43,,07:51:00,,,07:52:00,,08:05:00,08:06:22,08:11:00,,,,,07:58:26,08:00:37,08:01:44,08:02:44,,,,,07:56:00
113574495238581002,08:19:00,08:21:00,,,,08:14:00,,08:12:30,,,07:58:29,07:59:43,,07:56:00,,,07:57:00,,08:10:00,08:11:22,08:16:00,,,,,08:03:26,08:05:37,08:06:44,08:07:44,,,,,08:01:00
113574496238581002,08:24:00,08:26:00,,,,08:19:00,,08:17:30,,,08:03:29,08:04:43,,08:01:00,,,08:02:00,,08:15:00,08:16:22,08:21:00,,,,,08:08:26,08:10:37,08:11:44,08:12:44,,,,,08:06:00
113574497238581002,08:29:00,08:31:00,,,,08:24:00,,08:22:30,,,08:08:29,08:09:43,,08:06:00,,,08:07:00,,08:20:00,08:21:22,08:26:00,,,,,08:13:26,08:15:37,08:16:44,08:17:44,,,,,08:11:00
113574498238581002,08:34:00,08:36:00,,,,08:29:00,,08:27:30,,,08:13:29,08:14:43,,08:11:00,,,08:12:00,,08:25:00,08:26:22,08:31:00,,,,,08:18:26,08:20:37,08:21:44,08:22:44,,,,,08:16:00
113574499238581002,08:39:00,08:41:00,,,,08:34:00,,08:32:30,,,08:18:29,08:19:43,,08:16:00,,,08:17:00,,08:30:00,08:31:22,08:36:00,,,,,08:23:26,08:25:37,08:26:44,08:27:44,,,,,08:21:00
113574500238581002,08:44:00,08:46:00,,,,08:39:00,,08:37:30,,,08:23:29,08:24:43,,08:21:00,,,08:22:00,,08:35:00,08:36:22,08:41:00,,,,,08:28:26,08:30:37,08:31:44,08:32:44,,,,,08:26:00
113574501238581002,08:49:00,08:51:00,,,,08:44:00,,08:42:30,,,08:28:29,08:29:43,,08:26:00,,,08:27:00,,08:40:00,08:41:22,08:46:00,,,,,08:33:26,08:35:37,08:36:44,08:37:44,,,,,08:31:00
113574502238581002,08:54:00,08:56:00,,,,08:49:00,,08:47:30,,,08:33:29,08:34:43,,08:31:00,,,08:32:00,,08:45:00,08:46:22,08:51:00,,,,,08:38:26,08:40:37,08:41:44,08:42:44,,,,,08:36:00
113574503238581002,09:00:00,09:02:00,,,,08:55:00,,08:53:30,,,08:39:29,08:40:43,,08:37:00,,,08:38:00,,08:51:00,08:52:22,08:57:00,,,,,08:44:26,08:46:37,08:47:44,08:48:44,,,,,08:42:00
113574504238581002,09:05:00,09:07:00,,,,09:00:00,,08:58:30,,,08:44:29,08:45:43,,08:42:00,,,08:43:00,,08:56:00,08:57:22,09:02:00,,,,,08:49:26,08:51:37,08:52:44,08:53:44,,,,,08:47:00
113574505238581002,09:11:00,09:13:00,,,,09:06:00,,09:04:30,,,08:50:29,08:51:43,,08:48:00,,,08:49:00,,09:02:00,09:03:22,09:08:00,,,,,08:55:26,08:57:37,08:58:44,08:59:44,,,,,08:53:00
113574506238581002,09:16:00,09:18:00,,,,09:11:00,,09:09:30,,,08:55:29,08:56:43,,08:53:00,,,08:54:00,,09:07:00,09:08:22,09:13:00,,,,,09:00:26,09:02:37,09:03:44,09:04:44,,,,,08:58:00
113574507238581002,09:20:00,09:22:00,,,,09:15:00,,09:13:30,,,09:00:29,09:01:43,,08:58:00,,,08:59:00,,09:11:00,09:12:22,09:17:00,,,,,09:05:09,09:07:06,09:08:06,09:08:59,,,,,09:03:00
113574508238581002,09:25:00,09:27:00,,,,09:20:00,,09:18:30,,,09:05:29,09:06:43,,09:03:00,,,09:04:00,,09:16:00,09:17:22,09:22:00,,,,,09:10:09,09:12:06,09:13:06,09:13:59,,,,,09:08:00
113574509238581002,09:30:00,09:32:00,,,,09:25:00,,09:23:30,,,09:10:29,09:11:43,,09:08:00,,,09:09:00,,09:21:00,09:22:22,09:27:00,,,,,09:15:09,09:17:06,09:18:06,09:18:59,,,,,09:13:00
113574510238581002,09:35:00,09:37:00,,,,09:30:00,,09:28:30,,,09:15:29,09:16:43,,09:13:00,,,09:14:00,,09:26:00,09:27:22,09:32:00,,,,,09:20:09,09:22:06,09:23:06,09:23:59,,,,,09:18:00
113574511238581002,09:39:00,09:41:00,,,,09:34:00,,09:32:30,,,09:20:07,09:21:02,,09:18:00,,,09:19:00,,09:30:00,09:31:22,09:36:00,,,,,09:24:09,09:26:06,09:27:06,09:27:59,,,,,09:22:00
113574512238581002,09:44:00,09:46:00,,,,09:39:00,,09:37:30,,,09:25:07,09:26:02,,09:23:00,,,09:24:00,,09:35:00,09:36:22,09:41:00,,,,,09:29:09,09:31:06,09:32:06,09:32:59,,,,,09:27:00
113574513238581002,09:49:00,09:51:00,,,,09:44:00,,09:42:30,,,09:30:07,09:31:02,,09:28:00,,,09:29:00,,09:40:00,09:41:22,09:46:00,,,,,09:34:09,09:36:06,09:37:06,09:37:59,,,,,09:32:00
113574514238581002,09:53:00,09:55:00,,,,09:48:00,,09:46:30,,,09:34:07,09:35:02,,09:32:00,,,09:33:00,,09:44:00,09:45:22,09:50:00,,,,,09:38:09,09:40:06,09:41:06,09:41:59,,,,,09:36:00
113574515238581002,09:58:00,10:00:00,,,,09:53:00,,09:51:30,,,09:39:07,09:40:02,,09:37:00,,,09:38:00,,09:49:00,09:50:22,09:55:00,,,,,09:43:09,09:45:06,09:46:06,09:46:59,,,,,09:41:00
113574516238581002,10:03:00,10:05:00,,,,09:58:00,,09:56:30,,,09:44:07,09:45:02,,09:42:00,,,09:43:00,,09:54:00,09:55:22,10:00:00,,,,,09:48:09,09:50:06,09:51:06,09:51:59,,,,,09:46:00
113574517238581002,10:08:00,10:10:00,,,,10:03:00,,10:01:30,,,09:49:07,09:50:02,,09:47:00,,,09:48:00,,09:59:00,10:00:22,10:05:00,,,,,09:53:09,09:55:06,09:56:06,09:56:59,,,,,09:51:00
113574518238581002,10:13:00,10:15:00,,,,10:08:00,,10:06:30,,,09:54:07,09:55:02,,09:52:00,,,09:53:00,,10:04:00,10:05:22,10:10:00,,,,,09:58:09,10:00:06,10:01:06,10:01:59,,,,,09:56:00
113574519238581002,10:19:00,10:21:00,,,,10:14:00,,10:12:30,,,10:00:07,10:01:02,,09:58:00,,,09:59:00,,10:10:00,10:11:22,10:16:00,,,,,10:04:09,10:06:06,10:07:06,10:07:59,,,,,10:02:00
113574520238581002,10:24:00,10:26:00,,,,10:19:00,,10:17:30,,,10:05:07,10:06:02,,10:03:00,,,10:04:00,,10:15:00,10:16:22,10:21:00,,,,,10:09:09,10:11:06,10:12:06,10:12:59,,,,,10:07:00
113574521238581002,10:28:00,10:30:00,,,,10:23:00,,10:21:30,,,10:09:07,10:10:02,,10:07:00,,,10:08:00,,10:19:00,10:20:22,10:25:00,,,,,10:13:09,10:15:06,10:16:06,10:16:59,,,,,10:11:00
113574522238581002,10:33:00,10:35:00,,,,10:28:00,,10:26:30,,,10:14:07,10:15:02,,10:12:00,,,10:13:00,,10:24:00,10:25:22,10:30:00,,,,,10:18:09,10:20:06,10:21:06,10:21:59,,,,,10:16:00
113574523238581002,10:38:00,10:40:00,,,,10:33:00,,10:31:30,,,10:19:07,10:20:02,,10:17:00,,,10:18:00,,10:29:00,10:30:22,10:35:00,,,,,10:23:09,10:25:06,10:26:06,10:26:59,,,,,10:21:00
113574524238581002,10:43:00,10:45:00,,,,10:38:00,,10:36:30,,,10:24:07,10:25:02,,10:22:00,,,10:23:00,,10:34:00,10:35:22,10:40:00,,,,,10:28:09,10:30:06,10:31:06,10:31:59,,,,,10:26:00
113574525238581002,10:49:00,10:51:00,,,,10:44:00,,10:42:30,,,10:29:07,10:30:02,,10:27:00,,,10:28:00,,10:40:00,10:41:22,10:46:00,,,,,10:33:26,10:35:37,10:36:44,10:37:44,,,,,10:31:00
113574526238581002,10:54:00,10:56:00,,,,10:49:00,,10:47:30,,,10:34:07,10:35:02,,10:32:00,,,10:33:00,,10:45:00,10:46:22,10:51:00,,,,,10:38:26,10:40:37,10:41:44,10:42:44,,,,,10:36:00
113574527238581002,10:59:00,11:01:00,,,,10:54:00,,10:52:30,,,10:39:07,10:40:02,,10:37:00,,,10:38:00,,10:50:00,10:51:22,10:56:00,,,,,10:43:26,10:45:37,10:46:44,10:47:44,,,,,10:41:00
113574528238581002,11:03:00,11:05:00,,,,10:59:00,,10:57:30,,,10:44:07,10:45:02,,10:42:00,,,10:43:00,,10:55:00,10:56:22,11:01:00,,,,,10:48:26,10:50:37,10:51:44,10:52:44,,,,,10:46:00
113574529238581002,11:08:00,11:10:00,,,,11:04:00,,11:02:30,,,10:49:07,10:50:02,,10:47:00,,,10:48:00,,11:00:00,11:01:22,11:06:00,,,,,10:53:26,10:55:37,10:56:44,10:57:44,,,,,10:51:00
113574530238581002,11:13:00,11:15:00,,,,11:09:00,,11:07:30,,,10:54:07,10:55:02,,10:52:00,,,10:53:00,,11:05:00,11:06:22,11:11:00,,,,,10:58:26,11:00:37,11:01:44,11:02:44,,,,,10:56:00
113574531238581002,11:18:00,11:20:00,,,,11:14:00,,11:12:30,,,10:59:07,11:00:02,,10:57:00,,,10:58:00,,11:10:00,11:11:22,11:16:00,,,,,11:03:26,11:05:37,11:06:44,11:07:44,,,,,11:01:00
113574532238581002,11:24:00,11:26:00,,,,11:20:00,,11:18:30,,,11:04:29,11:05:43,,11:02:00,,,11:03:00,,11:16:00,11:17:22,11:22:00,,,,,11:09:26,11:11:37,11:12:44,11:13:44,,,,,11:07:00
113574533238581002,11:29:00,11:31:00,,,,11:25:00,,11:23:30,,,11:09:29,11:10:43,,11:07:00,,,11:08:00,,11:21:00,11:22:22,11:27:00,,,,,11:14:26,11:16:37,11:17:44,11:18:44,,,,,11:12:00
113574534238581002,11:34:00,11:36:00,,,,11:30:00,,11:28:30,,,11:14:29,11:15:43,,11:12:00,,,11:13:00,,11:26:00,11:27:22,11:32:00,,,,,11:19:26,11:21:37,11:22:44,11:23:44,,,,,11:17:00
113574535238581002,11:39:00,11:41:00,,,,11:35:00,,11:33:30,,,11:19:29,11:20:43,,11:17:00,,,11:18:00,,11:31:00,11:32:22,11:37:00,,,,,11:24:26,11:26:37,11:27:44,11:28:44,,,,,11:22:00
113574536238581002,11:44:00,11:46:00,,,,11:40:00,,11:38:30,,,11:24:29,11:25:43,,11:22:00,,,11:23:00,,11:36:00,11:37:22,11:42:00,,,,,11:29:26,11:31:37,11:32:44,11:33:44,,,,,11:27:00
113574537238581002,11:49:00,11:51:00,,,,11:45:00,,11:43:30,,,11:29:29,11:30:43,,11:27:00,,,11:28:00,,11:41:00,11:42:22,11:47:00,,,,,11:34:26,11:36:37,11:37:44,11:38:44,,,,,11:32:00
113574538238581002,11:54:00,11:56:00,,,,11:50:00,,11:48:30,,,11:34:29,11:35:43,,11:32:00,,,11:33:00,,11:46:00,11:47:22,11:52:00,,,,,11:39:26,11:41:37,11:42:44,11:43:44,,,,,11:37:00
113574539238581002,11:59:00,12:01:00,,,,11:55:00,,11:53:30,,,11:39:29,11:40:43,,11:37:00,,,11:38:00,,11:51:00,11:52:22,11:57:00,,,,,11:44:26,11:46:37,11:47:44,11:48:44,,,,,11:42:00
113574540238581002,12:04:00,12:06:00,,,,12:00:00,,11:58:30,,,11:44:29,11:45:43,,11:42:00,,,11:43:00,,11:56:00,11:57:22,12:02:00,,,,,11:49:26,11:51:37,11:52:44,11:53:44,,,,,11:47:00
113574541238581002,12:09:00,12:11:00,,,,12:05:00,,12:03:30,,,11:49:29,11:50:43,,11:47:00,,,11:48:00,,12:01:00,12:02:22,12:07:00,,,,,11:54:26,11:56:37,11:57:44,11:58:44,,,,,11:52:00
113574542238581002,12:14:00,12:16:00,,,,12:10:00,,12:08:30,,,11:54:29,11:55:43,,11:52:00,,,11:53:00,,12:06:00,12:07:22,12:12:00,,,,,11:59:26,12:01:37,12:02:44,12:03:44,,,,,11:57:00
113574543238581002,12:19:00,12:21:00,,,,12:15:00,,12:13:30,,,11:59:29,12:00:43,,11:57:00,,,11:58:00,,12:11:00,12:12:22,12:17:00,,,,,12:04:26,12:06:37,12:07:44,12:08:44,,,,,12:02:00
113574544238581002,12:24:00,12:26:00,,,,12:20:00,,12:18:30,,,12:04:29,12:05:43,,12:02:00,,,12:03:00,,12:16:00,12:17:22,12:22:00,,,,,12:09:26,12:11:37,12:12:44,12:13:44,,,,,12:07:00
113574545238581002,12:29:00,12:31:00,,,,12:25:00,,12:23:30,,,12:09:29,12:10:43,,12:07:00,,,12:08:00,,12:21:00,12:22:22,12:27:00,,,,,12:14:26,12:16:37,12:17:44,12:18:44,,,,,12:12:00
113574546238581002,12:34:00,12:36:00,,,,12:30:00,,12:28:30,,,12:14:29,12:15:43,,12:12:00,,,12:13:00,,12:26:00,12:27:22,12:32:00,,,,,12:19:26,12:21:37,12:22:44,12:23:44,,,,,12:17:00
113574547238581002,12:39:00,12:41:00,,,,12:35:00,,12:33:30,,,12:19:29,12:20:43,,12:17:00,,,12:18:00,,12:31:00,12:32:22,12:37:00,,,,,12:24:26,12:26:37,12:27:44,12:28:44,,,,,12:22:00
113574548238581002,12:44:00,12:46:00,,,,12:40:00,,12:38:30,,,12:24:29,12:25:43,,12:22:00,,,12:23:00,,12:36:00,12:37:22,12:42:00,,,,,12:29:26,12:31:37,12:32:44,12:33:44,,,,,12:27:00
